pair_ID,sentence_A,sentence_B,entailment_label,relatedness_score,entailment_AB,entailment_BA,sentence_A_original,sentence_B_original,sentence_A_dataset,sentence_B_dataset,SemEval_set
7485,,,sick,,,,,Two guys are sitting around a table and holding beers in their hands,A man in a white shirt and sunglasses and a man in a black shirt and sunglasses are sitting at a table with four beer bottles,,neutral
3750,,,sick,,,,,A boy is looking at a calendar,A boy is staring at a calendar,,entailment
6931,,,sick,,,,,A snowboarder is doing a flip over a mound of snow,There is nobody jumping in the air on a board,,neutral
3737,,,sick,,,,,Several swimmers are dashing into the water,Swimmers are racing in a lake,,neutral
8676,,,sick,,,,,A woman is standing with a pair of dogs,A woman is showing a dog with very long hair at a dog show,,neutral
6157,,,sick,,,,,A race car driver is standing up and pointing his hand at the sky,The person in the blue jacket is putting down a colorful helmet,,neutral
9602,,,sick,,,,,A yellow dog is running down a sandy path,A golden retriever is not running,,neutral
6497,,,sick,,,,,A man is holding up an electronic device,A person is holding up an electronic device,,entailment
129,,,sick,,,,,An old man is sitting in a field,A man is sitting in a field,,entailment
8716,,,sick,,,,,Two white puppies are playing near a pool,Two white puppies are playing near water,,entailment
9698,,,sick,,,,,A woman is crouching down next to a dog and is smiling at a young girl sitting on the sidewalk,A woman is crouching down next to a dog and is smiling at a little girl sitting on the sidewalk,,entailment
7035,,,sick,,,,,The motocross rider is wearing blue and black pants,Blue and black pants are being worn by the motocross rider,,entailment
9489,,,sick,,,,,A cluster of four brown dogs are playing in a field of brown grass,Four dogs are playing in a area covered by grass,,entailment
8959,,,sick,,,,,A group of five young adults are lounging in the room,A group of five young adults are lounging indoors,,entailment
9284,,,sick,,,,,A man is snowboarding down a railing in the snow,A woman is snowboarding down a railing in the snow,,neutral
7118,,,sick,,,,,A little boy in red clothes is jumping onto the ground,A child in a red outfit is jumping on a trampoline,,neutral
7371,,,sick,,,,,A person is standing on a mountain top,One man is standing on the top of the rocks with clouds behind them,,neutral
6546,,,sick,,,,,"A child, who looks young, is standing in front of some trees",A young child is standing in front of some trees,,entailment
2192,,,sick,,,,,A man is putting garlic on some bread slices,A man is removing the garlic from some slices of bread,,neutral
4990,,,sick,,,,,An email is being read by a man,A man is reading an email,,entailment
7334,,,sick,,,,,Three men are staring at the big green hills in the distance,Three men are looking into the distance,,entailment
7210,,,sick,,,,,A dog with a blanket dyed in blue is running through the grass,A dog with a muzzle and a blue jacket is running around the yard,,neutral
9240,,,sick,,,,,The man in blue is posing for a picture next to a vehicle,The man in blue is posing for a picture next to a car,,entailment
3256,,,sick,,,,,A woman is placing two eggs into a pot of water,A woman is boiling eggs,,entailment
8147,,,sick,,,,,The girl in blue is chasing the base runner with a number on the jersey,The girl in blue is chasing the player with a number on the jersey,,entailment
3097,,,sick,,,,,Three men are dancing,Some women are dancing,,neutral
9651,,,sick,,,,,A brown and white dog is catching a dirty tennis ball in a dirt field,A brown and white dog is biting a dirty tennis ball in a dirt field,,neutral
5978,,,sick,,,,,A man in a hat is walking through a store,The man in a cowboy hat is not walking through a market and is not putting a hand in his pocket,,neutral
2004,,,sick,,,,,A man is riding a motorbike,A man is driving a motorbike,,entailment
6366,,,sick,,,,,A young child is wearing a white coat and playing a game,"A child, who is young, is wearing a white coat and playing a game",,entailment
4805,,,sick,,,,,A dog's tail is being pulled by a monkey,A monkey is pulling a dog's tail,,entailment
4290,,,sick,,,,,The woman is cutting cooked octopus,A woman is cutting an octopus,,entailment
752,,,sick,,,,,The presentation is being watched by a classroom of students,The presentation is being attended by a classroom of students,,entailment
9238,,,sick,,,,,A man is standing at the wheel of a classic American car that has its door and trunk open,A person is standing at the wheel of a classic American car that has its door and trunk open,,entailment
9326,,,sick,,,,,Three friends are making faces for a photo,Two men and a girl in front of a wood panel wall are posing with funny faces,,neutral
1991,,,sick,,,,,One man is intensely playing a guitar,The man is intensely playing the guitar,,entailment
7359,,,sick,,,,,A woman is looking at the view of a city,The woman is looking at the view of a city,,entailment
8813,,,sick,,,,,Two dogs are running through the park,Two animals are running through the park,,entailment
1663,,,sick,,,,,The potato is being peeled by a woman,One woman is peeling a potato,,entailment
140,,,sick,,,,,The current is being ridden by a group of friends in a raft,A group of friends are riding the current in a raft,,entailment
5740,,,sick,,,,,A man is eating,A woman is dancing,,neutral
2918,,,sick,,,,,A herd of deer is crossing the street,A herd of deer is stopping at the street,,neutral
3951,,,sick,,,,,Two men are fist fighting in a ring,The men are fist fighting in a ring,,entailment
233,,,sick,,,,,Three Asian kids are dancing and a man is looking,An Asian man is dancing and three kids are looking,,neutral
7340,,,sick,,,,,The men are climbing a mountain,One man is climbing a wall made of rock and another man is holding a rope,,neutral
2080,,,sick,,,,,"A woman is beating the man that is keeping two eggs in the bowl, using a wire whisk ",A woman is beating two eggs in a bowl and using a whisk made of wire,,neutral
6599,,,sick,,,,,A small bee is landing on a bunch of yellow flowers,A yellow flower is being clung to by a bee,,neutral
9982,,,sick,,,,,People are walking across a rope bridge over a rocky stream,The man is eating potato slices,,neutral
8854,,,sick,,,,,A white dog on a leash is walking in the water,The dog is on a leash and is walking out of the water,,neutral
5455,,,sick,,,,,A woman is playing the flute,The flute is being played by a woman,,entailment
8816,,,sick,,,,,Two dogs are walking slowly through a park,Two dogs are running quickly through a park,,neutral
7653,,,sick,,,,,A little boy is wearing a green soccer strip and is running on the grass,A child in a green and white sports uniform is resting on the grass,,neutral
4763,,,sick,,,,,A person is dancing in the rain,A man is singing into a microphone,,neutral
3970,,,sick,,,,,A woman is slicing a clove of garlic,A woman is washing a big pepper,,neutral
5853,,,sick,,,,,Someone is stirring noodles in the water,Someone is stirring food in the water,,entailment
4387,,,sick,,,,,A man is untying a shoe,A man is tying a shoe,,neutral
8200,,,sick,,,,,A bride with a black veil is looking down,A bride with a white veil is looking down,,neutral
2272,,,sick,,,,,The woman is adding sugar to the meat,A woman is adding spices to some meat,,entailment
5338,,,sick,,,,,The man is seasoning the sausages,The man is seasoning the meat,,entailment
5437,,,sick,,,,,Two pandas are lying together,Two panda bears are lying together,,entailment
2450,,,sick,,,,,A baby rhino is walking around a pen with its mother,A baby rhino and its mother are standing in a pen,,neutral
8110,,,sick,,,,,Two kids and a man are playing games at an arcade,Two kids and a woman are playing games at an arcade,,neutral
5032,,,sick,,,,,The man is talking about the telephone,The man is talking on the telephone,,neutral
1115,,,sick,,,,,A man is singing and playing the guitar,A man who is wearing headphones is opening a package ,,neutral
3370,,,sick,,,,,The woman is cleaning a shrimp,Someone is cleaning an animal,,entailment
5960,,,sick,,,,,A dog is chasing a ball through dirt,A dog is catching a ball,,entailment
3422,,,sick,,,,,A man is playing a harp,The man is playing a harp,,entailment
1215,,,sick,,,,,A monkey is wading through a marsh,A monkey is wading through a river,,neutral
3905,,,sick,,,,,The man is singing heartily and playing the guitar,The man is singing and playing the guitar,,entailment
898,,,sick,,,,,People are on a beach full of sand by the ocean and are enjoying a sunny day,A bunch of people is on the shore,,entailment
7418,,,sick,,,,,A dog is chasing a ball in the grass,A ball is being chased by a dog on the grass,,entailment
8709,,,sick,,,,,A shirtless man is posing with a girl who is hiking in a park,A man without a shirt is posing with the arms spread near a woman,,entailment
9846,,,sick,,,,,A man is not playing a guitar,A famous singer is dancing on the ceiling,,neutral
9938,,,sick,,,,,Different things from a war are being shown to some people by a veteran,Three friends are making faces for the camera,,neutral
6725,,,sick,,,,,A child in orange is playing outdoors with a snowball,A kid in orange is playing outside with a snowball,,entailment
6618,,,sick,,,,,Four boys are kneeling next to each other in front of a ball,The young boys are not posing with a green soccer ball in a park,,neutral
3486,,,sick,,,,,A white cat perched on a small wooden cabinet is looking outside the window,The cat perched on the table is looking curiously out the window,,entailment
6179,,,sick,,,,,A woman in a yellow dyed shirt is surfing on a pink surfboard,A surfer is riding the wave,,entailment
6030,,,sick,,,,,A small dog is chasing a large brown cow,A dog is walking away from the tail of an animal in the grass,,neutral
8784,,,sick,,,,,Three hikers are standing on a mountainside and looking at the view with a pair of binoculars,Three men are sitting on a hill and looking at the mountains and sky,,neutral
5739,,,sick,,,,,A woman is dancing,A man is puking,,neutral
4702,,,sick,,,,,A group of women is playing with a ball on the beach,A group of men is playing soccer on the beach,,neutral
9701,,,sick,,,,,A man is crouching down next to a dog and is smiling at a little girl sitting on the sidewalk,A woman is showing a small dog to an infant,,neutral
3687,,,sick,,,,,Men are running a race,Racers are running down a track,,neutral
1308,,,sick,,,,,A man is playing flute,A man is playing soccer,,neutral
2474,,,sick,,,,,Some people are singing,A few people are singing,,entailment
7491,,,sick,,,,,A dog is chasing a ball,The dog is not catching a blue ball,,neutral
5941,,,sick,,,,,The man is standing on a rocky mountain and gray clouds are in the background,"The man is standing on a mountain, which is rocky, and gray clouds are in the background",,entailment
