premise,hypo,generated_hypo
"<t> So he says, No, from the school up, are all guerrillas. </t> <g> ( <pointer:0> try-01 :ARG0 ( <pointer:1> i ) :ARG1 ( <pointer:2> find-out-03 :ARG0 <pointer:1> :ARG1 ( <pointer:3> temporal-quantity :duration-of ( <pointer:4> talk-01 :ARG0 ( <pointer:5> we ) :ARG1-of ( <pointer:6> suppose-02 ) ) ) ) :mod ( <pointer:7> yeah :mode expressive ) )  </g> [EOS]",He claims everyone above school-age is a guerrilla.," He says that they are all guerrillas. , No! from"
"<t> I've, I've decided and it's very hard. </t> <g> ( <pointer:0> have-degree-91 :ARG1 ( <pointer:1> resort :wiki <lit> Cabourg </lit> :name ( <pointer:2> name :op1 <lit> Cabourg </lit> ) ) :ARG2 ( <pointer:3> stately ) :ARG3 ( <pointer:4> most ) :ARG5 ( <pointer:5> resort :location ( <pointer:6> channel ) :mod ( <pointer:7> old ) ) )  </g> [EOS]","It's been difficult, but I've made a decision."," I have decided, and it's very hard. ...what about that"
<t> The controller knew American 11 was hijacked; he was focused on searching for it after the aircraft disappeared at 8:46. </t> <g> ( <pointer:0> think-01 :ARG0 ( <pointer:1> i ) :ARG1 ( <pointer:2> good-02 :ARG1 ( <pointer:3> work-01 :ARG0 <pointer:1> :ARG1 ( <pointer:4> campaign-01 :ARG0 ( <pointer:5> person :wiki <lit> Sean Combs </lit> :name ( <pointer:6> name :op1 <lit> Liddy </lit> ) ) ) ) :ARG2-of ( <pointer:7> have-degree-91 :ARG1 <pointer:3> :ARG3 ( <pointer:8> more ) :ARG4 ( <pointer:9> work-01 :ARG0 <pointer:1> :ARG1 ( <pointer:10> campaign-01 :ARG0 ( <pointer:11> person :wiki - :name ( <pointer:12> name :op1 <lit> Bob </lit> ) ) ) ) ) ) )  </g> [EOS],The controller searched for the aircraft he knew to be hijacked., The controller was looking for the plane.  When it disappeared at 8:
"<t> Your Third Prize notwithstanding, Duncan was murdered several pages earlier. </t> <g> ( <pointer:0> and :op1 ( <pointer:1> shift-01 :ARG0 ( <pointer:2> man ) :degree ( <pointer:3> slight ) ) :op2 ( <pointer:4> cut-01 :ARG0 <pointer:2> :ARG1 ( <pointer:5> spear ) :ARG3 ( <pointer:6> air ) ) )  </g> [EOS]","A few pages earlier, Duncan was murdered"," Duncan was murdered several pages earlier.  Your Third Prize notwithstanding, and...?"
"<t> And just as important, I invite you to renew your partnership with The Salvation Army by sending a contribution, once again, today. </t> <g> ( <pointer:0> discuss-01 :ARG1 ( <pointer:1> collect-01 :quant 4 :ARG2-of ( <pointer:2> include-01 :ARG1 ( <pointer:3> and :op1 ( <pointer:4> certify-01 :ARG2 ( <pointer:5> number :mod ( <pointer:6> minimum ) :quant-of ( <pointer:7> and :op1 ( <pointer:8> link :mod ( <pointer:9> microwave ) :ARG1-of ( <pointer:10> install-01 ) ) :op2 ( <pointer:11> link :mod <pointer:9> :ARG1-of ( <pointer:12> operate-01 ) ) ) ) ) :op2 ( <pointer:13> maintain-01 :ARG1 ( <pointer:14> database :ARG1-of ( <pointer:15> read-01 :ARG0 ( <pointer:16> computer ) :ARG1-of ( <pointer:17> possible-01 ) ) ) ) ) ) ) :time ( <pointer:18> date-entity :year 2466 ) )  </g> [EOS]",Your donation to The Salvation Army is important. , You can renew your partnership with the Salvation Army by sending a contribution. 
"<t> Through the use of its own proprietary standard, Wal-Mart gathered and exchanged information among its stores, distribution centers, and the main office in Bentonville, Arkansas, to monitor sales, place orders based on those sales, track shipments to the distribution centers, and coordinate the flow of materials and information throughout the system. </t> <g> ( <pointer:0> admit-01 :ARG0 ( <pointer:1> person :wiki <lit> Alistair Tuppence </lit> :name ( <pointer:2> name :op1 <lit> Tuppence </lit> ) ) :ARG1 ( <pointer:3> do-02 :ARG0 ( <pointer:4> it ) ) )  </g> [EOS]","Walmart coordinated the flow of information and materials by exchanging information between its stores, centers, and main office. "," Wal-Mart gathered and exchanged information among its stores, distribution centers. "
"<t> And as our discussion in Chapter 6 will reveal, on the whole, the quality of American child care'whether center-based or home-based'is mediocre to abysmal. </t> <g> ( <pointer:0> take-01 :ARG0 ( <pointer:1> affect-01 :ARG0 ( <pointer:2> pollute-01 ) ) :ARG1 ( <pointer:3> toll-02 :ARG1 <pointer:1> :ARG2 ( <pointer:4> monument :location ( <pointer:5> city :wiki <lit> Agra </lit> :name ( <pointer:6> name :op1 <lit> Agra </lit> ) ) ) ) :time ( <pointer:7> today ) )  </g> [EOS]",American child-care tends to range from mediocre to dreadful., The quality of American child care is mediocre to abysmal.  And as
<t> Profitability is measured as operating profit margin'revenue minus costs of goods sold divided by revenue. </t> <g> ( <pointer:0> probable :domain ( <pointer:1> get-02 :ARG0 ( <pointer:2> you ) :ARG1 ( <pointer:3> everybody :location <pointer:2> ) :ARG1-of ( <pointer:4> cause-01 :ARG0 ( <pointer:5> go-01 :ARG1 ( <pointer:6> they :mod ( <pointer:7> all ) ) :ARG4 ( <pointer:8> school :mod ( <pointer:9> law ) ) :mod ( <pointer:10> probable ) ) ) ) )  </g> [EOS],Profitability is a direct function involving costs of goods sold and revenue., Profitability is measured by operating profit margin minus costs of goods sold divided .
<t> But not every kid is as lucky as Nick. </t> <g> ( <pointer:0> recuperate-01 :ARG0 ( <pointer:1> warrior ) :manner ( <pointer:2> meditate-01 :ARG0 <pointer:1> ) :location ( <pointer:3> garden :mod ( <pointer:4> rock ) :poss ( <pointer:5> monastery :mod ( <pointer:6> religious-group :wiki <lit> Zen </lit> :name ( <pointer:7> name :op1 <lit> Zen </lit> ) ) ) ) :time ( <pointer:8> after :op1 ( <pointer:9> battle-01 :ARG0 <pointer:1> :manner ( <pointer:10> savage ) ) ) )  </g> [EOS],Nick is a lucky kid.," Nick is lucky.  Annot every kid isn't as fortunate, like"
"<t> Thus, while the fighter pilots under NORAD direction who had scrambled out of Langley never received any type of engagement order, the Andrews pilots were operating weapons free-a permissive rule of engagement. </t> <g> ( <pointer:0> encourage-01 :ARG0 ( <pointer:1> they ) :ARG1 ( <pointer:2> view-02 :ARG1 ( <pointer:3> possible-01 :polarity - :ARG1 ( <pointer:4> fix-02 :ARG0 ( <pointer:5> plane :quant ( <pointer:6> few ) :ARG1-of ( <pointer:7> see-01 :ARG1-of ( <pointer:8> possible-01 :polarity - ) ) ) :ARG1 ( <pointer:9> anything :example ( <pointer:10> and :op1 ( <pointer:11> program :topic ( <pointer:12> weapon :mod ( <pointer:13> germ ) ) :mod ( <pointer:14> country :wiki <lit> Iraq </lit> :name ( <pointer:15> name :op1 <lit> Iraq </lit> ) ) ) :op2 ( <pointer:16> atrocity :mod ( <pointer:17> country :wiki <lit> Serbia </lit> :name ( <pointer:18> name :op1 <lit> Serbia </lit> ) ) ) ) ) ) ) ) )  </g> [EOS]",Fighter pilots were scrambled out of Langley but never got engagement orders.," Andrews pilots were operating weapons free. , while the fighter Pilots under"
"<t> In 1986, a bomb went off at a disco in Berlin, killing two American soldiers. </t> <g> ( <pointer:0> contrast-01 :ARG1 ( <pointer:1> think-01 :ARG0 ( <pointer:2> i ) :ARG1 ( <pointer:3> move-01 :ARG0 <pointer:2> :ARG2 ( <pointer:4> state :wiki <lit> Massachusetts </lit> :name ( <pointer:5> name :op1 <lit> Massachusetts </lit> ) ) ) :time ( <pointer:6> before :op1 ( <pointer:7> now ) :quant ( <pointer:8> couple :op1 ( <pointer:9> temporal-quantity :quant 1 :unit ( <pointer:10> year ) ) ) ) ) :ARG2 ( <pointer:11> glad-02 :ARG0 ( <pointer:12> move-01 :polarity - :ARG0 <pointer:2> :ARG2 <pointer:4> ) :ARG1 <pointer:2> :mod ( <pointer:13> boy :mode expressive ) ) )  </g> [EOS]",A bomb killed two Americans in Berlin.," Two American soldiers were killed in Berlin. , a bomb went off at"
<t> The words  divine afflatus  thus create an unforgettable image jejune             like a gumdrop </t> <g> ( <pointer:0> continue-01 :ARG0 ( <pointer:1> coroner ) :ARG1 ( <pointer:2> understand-01 :ARG0 <pointer:1> :ARG1 ( <pointer:3> sit-01 :ARG1 ( <pointer:4> you ) :ARG2 ( <pointer:5> bench :location ( <pointer:6> outside :op1 ( <pointer:7> window :part-of ( <pointer:8> boudoir ) :ARG1-of ( <pointer:9> long-03 ) ) :mod ( <pointer:10> just ) ) ) :purpose ( <pointer:11> read-01 :ARG0 <pointer:4> ) ) ) :manner ( <pointer:12> deliberate ) )  </g> [EOS],The image of a gumdrop is created by the words divine afflatus., The words divine afflatus create an unforgettable image.  (ease
"<t> An astute mother I observed in the grocery store had her 3-year-old son, Ricky, reach for items on the shelf and put them in the cart. </t> <g> ( <pointer:0> and :op1 ( <pointer:1> roll-01 :ARG0 ( <pointer:2> woman ) ) :op2 ( <pointer:3> draw-02 :ARG0 <pointer:2> :ARG1 ( <pointer:4> spear :quant 2 ) ) :time ( <pointer:5> before :op1 ( <pointer:6> and :op1 ( <pointer:7> roll-01 :ARG0 ( <pointer:8> horse ) ) :op2 ( <pointer:9> break-01 :ARG0 <pointer:8> :ARG1 ( <pointer:10> rest ) ) ) ) )  </g> [EOS]",Ricky reached for groceries and put it into his mother's cart. , I saw a mother in the grocery store.  When her son was 3
"<t> -- After my infant son has done one of those cute things that portend a definitely-not-ordinary childhood, my mother-in-law asks,  What would Mr. [ sic ] Spock say?  </t> <g> ( <pointer:0> rationalize-01 :ARG0 ( <pointer:1> i ) :ARG2 ( <pointer:2> get-03 :ARG1 ( <pointer:3> they ) :ARG2 ( <pointer:4> stoned :domain <pointer:3> ) :ord ( <pointer:5> ordinal-entity :value 1 ) :mod ( <pointer:6> at-least ) ) )  </g> [EOS]",My mother-in-law likes to joke about Mr. Spock when my son does something odd., My mother-in law asked what Spock would say.  When my infant
<t> And do you feel like it was a good thing to grow up around? </t> <g> ( <pointer:0> receive-01 :ARG0 ( <pointer:1> agency ) :ARG1 ( <pointer:2> percentage :part-of ( <pointer:3> money ) ) :ARG2 ( <pointer:4> company :wiki - :name ( <pointer:5> name :op1 <lit> Interest </lit> :op2 <lit> On </lit> :op3 <lit> Lawyers' </lit> :op4 <lit> Trust </lit> :op5 <lit> Accounts </lit> ) ) :mod ( <pointer:6> also ) )  </g> [EOS],Was it a good experience to be around it?, Do you think it was a good thing to grow up around?  (
"<t> This year 20,349 girls are members of our Council. </t> <g> ( <pointer:0> and :op1 ( <pointer:1> turn :poss ( <pointer:2> i ) :time ( <pointer:3> now ) ) :op2 ( <pointer:4> possible-01 :ARG1 ( <pointer:5> make-01 :ARG0 <pointer:2> :ARG1 ( <pointer:6> way :poss <pointer:2> ) :manner ( <pointer:7> afresh ) ) :concession ( <pointer:8> even-if :op1 ( <pointer:9> walk-01 :ARG0 <pointer:2> :manner ( <pointer:10> shoe :poss ( <pointer:11> man :ARG1-of ( <pointer:12> die-01 ) ) ) ) ) ) )  </g> [EOS]",There's a huge number of girls who became members this year. ," There are 20,349 girls on our Council. ...what about them"
"<t> I was, and still am, captivated by  Babies cry for liquor an' the birds sing bass,  and in the arrogance of my youth, I was certain that nobody else on the airfield either knew or cared who Bessie Smith was, nor would any other G.I. be enchanted by basso birds, so I turned thief. </t> <g> ( <pointer:0> infer-01 :ARG1 ( <pointer:1> show-01 :ARG1 ( <pointer:2> feel-01 :ARG0 ( <pointer:3> person :wiki <lit> Jon Stewart </lit> :name ( <pointer:4> name :op1 <lit> Jon </lit> ) ) :ARG1 ( <pointer:5> and :op1 ( <pointer:6> age-01 :ARG1 <pointer:3> ) :op2 ( <pointer:7> weariness :poss <pointer:3> ) ) ) ) )  </g> [EOS]",I was obsessed with that song.," I was a thief. , captivated by Babies cry for liquor"
"<t> With higher values of inventory carrying costs, it is more profitable to shift more production to the quick-line plant to allow reduction in work-in-process and finished goods inventory. </t> <g> ( <pointer:0> infer-01 :ARG1 ( <pointer:1> positive :domain ( <pointer:2> benefit-01 :mod ( <pointer:3> scale :mod ( <pointer:4> net ) ) ) :time ( <pointer:5> initial ) :ARG1-of ( <pointer:6> regardless-91 :ARG2 ( <pointer:7> adjust-01 :ARG0 ( <pointer:8> we ) :ARG1 ( <pointer:9> premium :mod ( <pointer:10> wage ) ) ) ) ) )  </g> [EOS]",Production can be shifted to manipulate profitability levels. ," It is more profitable to shift production. , it's better because of"
<t> What are those stories? </t> <g> ( <pointer:0> produce-01 :ARG1 ( <pointer:1> thing :example-of ( <pointer:2> and :op1 ( <pointer:3> enamelware ) :op2 ( <pointer:4> ceramics ) :op3 ( <pointer:5> pottery ) ) :ARG1-of ( <pointer:6> beautiful-02 ) :ARG0-of ( <pointer:7> follow-02 :ARG1 ( <pointer:8> theme :mod ( <pointer:9> regional-group :wiki <lit> Celtic people </lit> :name ( <pointer:10> name :op1 <lit> Celtic </lit> ) ) ) :frequency ( <pointer:11> often ) ) ) :degree ( <pointer:12> abundance :mod ( <pointer:13> great ) ) )  </g> [EOS],These stories are?, What are those stories? .asmicalize the Celtic culture with art
"<t> At 9:37:46, American Airlines Flight 77 crashed into the Pentagon, traveling at approximately 530 miles per hour. </t> <g> ( <pointer:0> available-02 :ARG2 ( <pointer:1> dinghy :ARG1-of ( <pointer:2> hire-01 ) ) :location ( <pointer:3> and :op1 ( <pointer:4> marina :location ( <pointer:5> city :wiki <lit> Tel Aviv </lit> :name ( <pointer:6> name :op1 <lit> Tel </lit> :op2 <lit> Aviv </lit> ) ) ) :op2 ( <pointer:7> marina :location ( <pointer:8> city :wiki <lit> Jaffa </lit> :name ( <pointer:9> name :op1 <lit> Jaffa </lit> ) ) ) :op3 ( <pointer:10> marina :location ( <pointer:11> city :wiki <lit> Akos </lit> :name ( <pointer:12> name :op1 <lit> Akko </lit> ) ) ) :op4 ( <pointer:13> marina :location ( <pointer:14> city :wiki <lit> Netanya </lit> :name ( <pointer:15> name :op1 <lit> Netanya </lit> ) ) ) :op5 ( <pointer:16> marina :location ( <pointer:17> city :wiki <lit> Nahariya </lit> :name ( <pointer:18> name :op1 <lit> Nahariya </lit> ) ) ) ) )  </g> [EOS]",American Airlines Flight 77 struck the Pentagon at precisely 9:37:46.," American Airlines Flight 77 crashed at 530 mph. , when 9:37"
"<t> Since Slurvian thus exists in both a Germanic language (English) and a Romance language (French), must it not therefore follow that Slurvian has its origin in the common ancestor of both tongues, that is in the Indo-stage? </t> <g> ( <pointer:0> and :op1 ( <pointer:1> industry :domain ( <pointer:2> information ) :ARG0-of ( <pointer:3> extract-01 :ARG1 ( <pointer:4> resource ) ) :time ( <pointer:5> century :mod ( <pointer:6> next ) ) ) :op2 ( <pointer:7> come-up-13 :ARG1 ( <pointer:8> concept :mod ( <pointer:9> property :mod ( <pointer:10> intellectual ) ) :ARG1-of ( <pointer:11> term-01 :ARG1-of ( <pointer:12> date-01 :ARG2 ( <pointer:13> temporal-quantity :quant 150 :unit ( <pointer:14> year ) ) ) ) ) :time ( <pointer:15> and :op1 ( <pointer:16> assert-02 :ARG0 ( <pointer:17> or :op1 ( <pointer:18> individual ) :op2 ( <pointer:19> company ) ) :ARG1 ( <pointer:20> claim-01 :mod ( <pointer:21> particular ) ) ) :op2 ( <pointer:22> embody-01 :ARG0 <pointer:17> :ARG1 <pointer:20> :manner ( <pointer:23> and :op1 ( <pointer:24> copyright-01 ) :op2 ( <pointer:25> trademark-01 ) :op3 ( <pointer:26> patent-01 ) ) ) ) ) )  </g> [EOS]",Slurvian exists in the Germanic and Romance languages., Slurvian is a Germanic language.  explains the Indo-
"<t> And as I look at the last slip in my random handful, again I encounter a classificatory  </t> <g> ( <pointer:0> contrast-01 :ARG2 ( <pointer:1> have-degree-91 :ARG1 ( <pointer:2> internet ) :ARG2 ( <pointer:3> miracle :domain ( <pointer:4> vehicle :instrument-of ( <pointer:5> advertise-01 ) :domain <pointer:2> ) ) :ARG3 ( <pointer:6> so ) :ARG6 ( <pointer:7> possible-01 :ARG1 ( <pointer:8> or :op1 ( <pointer:9> siphon-01 :ARG0 ( <pointer:10> person :wiki <lit> Marc Grossman </lit> :name ( <pointer:11> name :op1 <lit> Gross </lit> ) ) :ARG1 ( <pointer:12> monetary-quantity :quant 400 :unit ( <pointer:13> dollar ) :ARG1-of ( <pointer:14> rate-entity-91 :ARG2 ( <pointer:15> person ) ) ) :ARG2 ( <pointer:16> spend-01 :ARG1 ( <pointer:17> advertise-01 ) :ARG3 ( <pointer:18> monetary-quantity :quant 1000 :unit ( <pointer:19> dollar ) :ARG1-of ( <pointer:20> rate-entity-91 :ARG2 ( <pointer:21> family ) ) ) :ARG2-of ( <pointer:22> total-01 ) ) ) :op2 ( <pointer:23> persuade-01 :ARG0 <pointer:10> :ARG1 ( <pointer:24> person :ARG0-of ( <pointer:25> advertise-01 ) ) :ARG2 ( <pointer:26> spend-01 :ARG0 <pointer:24> :ARG1 ( <pointer:27> reach-01 :ARG0 <pointer:24> :ARG1 ( <pointer:28> customer :mod ( <pointer:29> each ) :poss <pointer:10> ) ) :ARG3 ( <pointer:30> monetary-quantity :quant 400 :unit ( <pointer:31> dollar ) :mod ( <pointer:32> additional ) ) ) ) ) ) :polarity ( <pointer:33> amr-unknown ) ) )  </g> [EOS]",I encountered a classificatory when I looked at the last slip., I found a classificatory in the last slip. ...what?
"<t> Al Qaeda helped Jemaah Islamiya (JI), a nascent organization headed by Indonesian Islamists with cells scattered across Malaysia, Singapore, Indonesia, and the Philippines. </t> <g> ( <pointer:0> feel-01 :ARG0 ( <pointer:1> i ) :ARG1 ( <pointer:2> some ) :ARG2 ( <pointer:3> it ) :ARG1-of ( <pointer:4> mean-01 :ARG2 ( <pointer:5> feel-02 :ARG0 <pointer:1> :ARG1 ( <pointer:6> resemble-01 :ARG1 ( <pointer:7> say-01 :ARG0 ( <pointer:8> book :wiki <lit> Bible </lit> :name ( <pointer:9> name :op1 <lit> Bible </lit> ) ) :ARG1 ( <pointer:10> equal-01 :ARG1 ( <pointer:11> eye ) :ARG2 ( <pointer:12> eye ) ) ) :ARG2 ( <pointer:13> and :op1 ( <pointer:14> guilty-01 :ARG1 ( <pointer:15> person ) :degree ( <pointer:16> beyond :op1 ( <pointer:17> doubt-01 :ARG1-of ( <pointer:18> reasonable-02 ) ) ) ) :op2 ( <pointer:19> crime-02 :mod ( <pointer:20> heinous :degree ( <pointer:21> really ) ) ) ) ) ) ) )  </g> [EOS]",Al Qaeda had a hand in assisting Jemaah Islamiya., JI is a nascent organization headed by Indonesian Islamists.  Al Qaeda helped them
<t> I was four years old at the time. </t> <g> ( <pointer:0> possible-01 :ARG1 ( <pointer:1> emerge-01 :ARG0 ( <pointer:2> person :wiki <lit> Saddam Hussein </lit> :name ( <pointer:3> name :op1 <lit> Saddam </lit> ) ) :manner ( <pointer:4> and :op1 ( <pointer:5> strengthen-01 :ARG1 <pointer:2> ) :op2 ( <pointer:6> tarnish-01 :ARG1 ( <pointer:7> country :wiki <lit> United States </lit> :name ( <pointer:8> name :op1 <lit> America </lit> ) ) ) ) :ARG1-of ( <pointer:9> see-01 :ARG0 ( <pointer:10> world :mod ( <pointer:11> ethnic-group :wiki <lit> Arabs </lit> :name ( <pointer:12> name :op1 <lit> Arab </lit> ) ) ) ) ) )  </g> [EOS],I was four years old then. ," I was four years old. , when the time...and how it"
"<t> And in this network, Bin Ladin's agenda stood out. </t> <g> ( <pointer:0> enjoy-01 :ARG0 ( <pointer:1> mountain :wiki <lit> Aelia Capitolina </lit> :name ( <pointer:2> name :op1 <lit> Aelia </lit> :op2 <lit> Capitolina </lit> ) ) :ARG1 ( <pointer:3> history :mod ( <pointer:4> innocuous ) ) :time ( <pointer:5> after :op1 ( <pointer:6> now ) :duration ( <pointer:7> temporal-quantity :quant 2 :unit ( <pointer:8> century ) ) ) )  </g> [EOS]",Bin Ladin's agenda stood out among those people.," Bin Ladin's agenda stood out in this network. , and..."
<t> On the monkey bars I used to swing up and get on top of it. </t> <g> ( <pointer:0> say-01 :ARG0 ( <pointer:1> person :wiki <lit> Robert Bork </lit> :name ( <pointer:2> name :op1 <lit> Bork </lit> ) ) :ARG1 ( <pointer:3> trust-02 :polarity - :mode imperative :ARG0 ( <pointer:4> you ) :ARG1 ( <pointer:5> person :wiki - :name ( <pointer:6> name :op1 <lit> Sather </lit> ) ) :time ( <pointer:7> ever ) ) :ARG1-of ( <pointer:8> soft-02 ) )  </g> [EOS],I used to get up on the monkey bars., I used to swing up and get on top of the monkey bars. 
