premise,hypo,generated_hypo
I love it! [EOS],I absolutely adore it! ,I am very fond of it. phobic! I love that thing so
"In addition, we will have soft drinks and a raffle, so that you can walk home with a great prize! [EOS]",We are holding a raffle with great prizes and we are also serving soft drinks.,"We will have soft drinks and a raffle, so that you can walk home with"
"In some respects, it may not be long before certain aspects of dialect geography will be largely historical. [EOS]",It may not be too long before parts of dialect geography are historical. ,Some aspects of dialect geography will be largely historical. PHASE 3: In
"The President's motorcade departed at 9:35, and arrived at the airport between 9:42 and 9:45. [EOS]",The President was transported by a Motorcade at around 9:40,The President's motorcade arrived at the airport between 9:42 and 845.
"In those countries where dialect study is undertaken, dialectologists observe that there are today many factors militating against the strict maintenance of older dialect  the standardization of terminology as adopted by national periodicals, news services, radio, and television; the establishment of  prestige  dialects and, through the media, their promulgation; and the huge population shifts that have taken place, particularly in the U.S. since WWII. [EOS]",The media and population shifts has contributed to variations on the older dialects.,There are many factors that militate against the maintenance of older dialect. PH
Many more camper referrals are coming from new organizations such as school social-workers and family counseling agencies. [EOS],School social-workers and counseling agencies are some of the campers referrals. ,School social workers and family counseling agencies are getting more camper referrals. PH
"How about um, your motorcycle? [EOS]",What about the motorcycle you have? ,"How about your motorcycle? phoenix.comCommentscommentsand phrases: """
"Bin Ladin, whose efforts in Afghanistan had earned him celebrity and respect, proposed to the Saudi monarchy that he summon mujahideen for a jihad to retake Kuwait. [EOS]",Bin Ladin was well-known in the Middle East.,Bin Ladelin was a famous Afghan war hero. PHILIPPE
The field is about 100 years old. [EOS],The field was made 100 years ago.,The field is over 100 years old. PHILIPPE MALoney
You can see from the enclosed newspaper article the quality and diversity of those who receive this honor. [EOS],The quality and diversity of recipients of this honor can be observed from the enclosed article.,The quality and diversity of those who receive this honor can be seen from the enclosed newspaper
Thousands of Hoosier motorists have been doing just that by purchasing environmental license plates. [EOS],Thousands of Hossier drivers have bought environmental license plates.,Thousands of Hoosier motorists have been purchasing environmental license plates. PHOTO
"There is a term in English for a tennis player reaching a height, for a brief stretch or longer, when he cannot miss, and tennis people call it zoning .  I have not heard it used in other cases, but when used it seems to equal tener duende .  I do not know whether that use of duende has reached Portuguese speakers in Brazil or Portugal, but if it has not, it probably will soon, because so many Portuguese speakers are bilingual in Spanish. [EOS]",There's a term for when a tennis player reaches a height that they cannot miss - it is zoning. ,I don't know if duende has reached Portuguese speakers in Brazil or Portugal. 
 You went treating! [EOS],You went and treated!,You went trick or treating. phobicCommentscommentsandendorsedAdvertisements
He returned to Afghanistan. [EOS],He traveled to Afghanistan.,He returned to Afghanistan. factoryAdvertisementscommentsand more... he went back
"As Andrew Norman wrote, in a letter published in this book on page 113,  You flit freely back and forth between prescriptivism and descriptivism.  [EOS]",Andrew Norman says that you go easily switch to and fro from prescriptivism and descriptivism.,Andrew Norman wrote a letter that was published in this book. PHILOS
