premise,hypo,generated_hypo
"Yes, Night will devour Day, but Macbeth's significant meaning here  under cover of darkness'in reckless defiance of weird authority'he will have his black agents eliminate the bonded progenitor of Scottish kings, along with his only progeny. [EOS]",The bonded progenitor of Scottish kings will be eliminated by the black agents.,"Macbeth's significant meaning here is that under cover of darkness, he will have"
"His marriage, Sears guessed, would have been unsuccessful and his children would have difficulty finding themselves. [EOS]",His marriage wasn't successful and his children will have problems. ,"Sears thought that his marriage would have failed. onece over time,"
"The surge in apparel imports in the 1980s came from low-wage countries, primarily the Asian  Big Four 'the People's Republic of China, Hong Kong, Taiwan, and Korea. [EOS]",There was a surge in apparel imports in the 1980s.,The Asian Big Four were the source of apparel imports in 1980s. one
"It does appear now, however, in dictionaries and the English-language media. [EOS]",It appears in dictionaries.,It is now in dictionaries and the English-language media. onece
We shall return to this point later. [EOS],We will come back to this.  ,We will return to this point later. onecement of the time being
"There is a bomb on board and are going back to the airport, and to have our demands [unintelligible]. [EOS]",There is a bomb on the plane and we are flying back to the airport.,We are going back to the airport with a bomb on board. Commentary
Do you feel like that's just in Charlotte that that's how the school systems are? [EOS],Are the school systems like that only in Charlotte?,Do you think that's how the school systems are in Charlotte? ask.
Feminists have much to say about men's claim that women talk too much. [EOS],Some men claim that women talk too much.,Men claim that women talk too much. onecement of feminists' claims
"More than the actual events, inaccurate government accounts of those events made it appear that the military was notified in time to respond to two of the hijackings, raising questions about the adequacy of the response. [EOS]",The government gave inaccurate accounts about the notification of the military.  ,The military was notified in time to respond. one of the hijackings
"In order to do this, laboratories must be developed and maintained with equipment that will provide first-rate, hands-on experience for our students. [EOS]","In order to provide quality hands-on education for students, laboratories need to be developed and well-equipped.","The laboratories must be developed and maintained with equipment that will provide first-rate, hands"
Case 2: Multiple Plants and Production Planning [EOS],Section 2: Plants and production.,Case 2: Multiple Plants and Production Planning one case.htmlAnd this is
Please join with us to see that happy endings do continue. [EOS],Join us to watch the happy endings.,Please join us to see that happy endings continue. onecement of the
  Live at Five.  [EOS],At five we will be live,"Live at Five. one hundred percent accurate, and true to the time period"
"If you would like to become a member of ELM, please fill out the enclosed membership form and send it back at your earliest convenience. [EOS]","To join the ELM, just fill out the attached membership form.",Please fill out the membership form and send it back at your earliest convenience. 
