"<t> In fact, a production line is probably never in perfect balance.</t> [EOS]",It is a probable fact that a production line is never in perfect balance.,"A production line is never in perfect balance.  expressive, In fact?"
<t> The city is going to explode with Herron's artistic contributions!</t> [EOS],The artistic contribution's from Herron will help the city grow.,Herron's artistic contributions will make the city explode.  expressive: prep
"<t> Poking and prodding at contemporary speech and writing, feminists condemn the use of a term identified with one sex or gender to designate all humanity.</t> [EOS]",Feminists believe that humanity shouldn't be identified with one specific gender.,Feminists don't like the use of a term to designate all humanity. 
"<t> FAA controllers at Boston Center, which had tracked the first two hijackings, requested at 9:07 that Herndon Command Center get messages to airborne aircraft to increase security for the cockpit.</t> [EOS]",FAA controllers asked planes to protect the cockpits immediately.,The FAA controllers at Boston Center had tracked the first two hijackings. 
<t> This in turn will help us to increase and even improve the services we offer.</t> [EOS],"With this we might even improve the services we offer, as well as increase them.",This will help us increase and improve our services.  expressive: prep-
<t> Because I'm like a lifeguard every summer and this year I had to get a winter job all year.</t> [EOS],I had to get year-round employment.,I had to get a winter job because I'm like an every summer lifeguard.
<t> Another commercial aircraft in the vicinity then radioed in with reports over the radio of a commuter plane hitting the World Trade Center.</t> [EOS],There was another commercial aircraft nearby that radioed them.,A commercial aircraft in the area radioed reports of a plane hitting one or more buildings
"<t> Without fully realizing it, all of us speak the language of guns and cannons in our everyday conversation, and many words and phrases we spark forth date back to the era of black powder and muzzleloading.</t> [EOS]",Many phrases we use today began as terminology about guns and cannons. ,We all speak the language of guns and cannons in our everyday conversation. 
<t> Few Americans had noticed it.</t> [EOS],Americans hardly noticed it.  ,It was not noticed by many Americans.  Why? It is because it
"<t> These processes are often reinforced with such comments from parents and teachers as,  You'll never get anywhere nowadays without a college education. </t> [EOS]",Parents and teachers often make comments that college education is highly important.,Parents and teachers often reinforce the idea that you will never get anywhere without a college education.
"<t> The IUPUI Challenger Scholars are chosen from among outstanding students in the humanities, sciences, technologies and education who have chosen to pursue careers in teaching, at any level.</t> [EOS]","Candidates for the IUPUI Challenger Scholars are students who show academic excellence in the humanities, sciences, technology and education and who desire to pursue teaching careers.","The students who have chosen to pursue careers in teaching, at any level are called the"
<t> It was winter and bitterly cold.</t> [EOS],It was freezing.,"It was cold in the winter. , ""it's been bitterly chilly"
<t> He cut out a square and a circle with help today.</t> [EOS],"Today, he was able to cut out a circle and a square with some assistance.",He cut out a square and circle with help today.  expressive: The
<t> The music industry.</t> [EOS],The industry producing music.,The music industry.  detecting: concerning the musical field? which is also
<t> Something to that effect.</t> [EOS],It could mean that. ,"Something to that effect. , ""something like...""? It's something"
"<t> The remaining 20 percent are either invented ( laser, bogus, splurge ) or have been borrowed from more than 200 other languages or dialects from Arabic to Zulu.</t> [EOS]",The last 20 percent is either made up or taken from other languages.,The remaining 20 percent are either invented or borrowed from other languages.  Why
"<t> They would then take their body measurements to any of several participating retailers, who pass the information on to their apparel suppliers and have the clothing custom-made.</t> [EOS]",The body measurements would be given to the participating retailers.,They would take their measurements to the retailers.  expressive: prep-to
"<t> Controllers would notify their supervisors, who in turn would inform management all the way up to FAA headquarters in Washington.</t> [EOS]",Supervisors were notified and they would in turn tell FAA managers.,The controllers would inform their supervisors. amittingfaceof management all the
<t> Crisis managers at the FAA and the airlines did not yet act to warn other aircraft.</t> [EOS],Other aircraft in flight had yet to be warned by the FAA.,The FAA and the airlines didn't warn other aircraft.  expressive: op
