<t> NORAD would receive tracking information for the hijacked aircraft either from joint use radar or from the relevant FAA air traffic control facility.</t> [EOS],NORAD gets tracking information for planes from joint use radar or the FAA.,The FAA air traffic control facility would receive tracking information for the hijacked aircraft.  som
<t> Thank you for your past help and your continued support.</t> [EOS],Thanks for the help and support.,Thank you for your past help and support.  somemarily...tHey
<t> Such a clue for COCK might  adult male of the domestic fowl .</t> [EOS],"The word ""cock"" refers to an adult male domesticated fowl. ",COCK might be an adult male of the domestic fowl.  Edward N
<t> West side of Charlotte.</t> [EOS],Charlotte's western side.,The west side of Charlotte.  somwhere else in the world?...the
"<t> A Feminist Dictionary , edited by influential Cheris Kramarae and Paula Treichler along with Ann Russo, suggests the style and the substance of some recent feminist discourse.</t> [EOS]",A Feminist Dictionary explains the reasoning and arguments given by feminists.,A Feminist Dictionary was edited by Cheris Kramarae and Paula Treichler
"<t> At 10:02, the communicators in the shelter began receiving reports from the Secret Service of an inbound aircraft-presumably hijacked-heading toward Washington.</t> [EOS]",A hijacked airplane was headed toward Washington at 10 am.,The communicators in the shelter began receiving reports from The Secret Service.  somoen
"<t> Consider, for example, a 9-month-old infant who has never before seen a jack-in-the-box.</t> [EOS]","For instance, think of a 9-month-old infant experiencing a jack-in-the-box for the first time.",A 9-month old infant has never seen a jack in the box.  som
"<t> That was the first time I saw them, the gue, the guerillas.</t> [EOS]","That was the first time I had ever saw them, the guerillas.","I saw the guerillas.  Edward: ""That was my first time"
<t> The international environment for Bin Ladin's efforts was ideal.</t> [EOS],The environment internationally for Bin Ladin's efforts was just right.,Bin Ladina's efforts were aided by the international environment.  som:
"<t> I find it difficult to imagine a people more hospitable, more generous with their time, than the Japanese who took care of me.</t> [EOS]","The Japanese who cared for me were the most friendly, hospitable people I have ever met.","The Japanese were hospitable and generous.  I: ""It's hard to"
<t> Transmission of the Authorization from the White House to the Pilots The NMCC learned of United 93's hijacking at about 10:03.</t> [EOS],The NMCC heard about the hijacking of United 93 at 10:03.,The White House transmitted the Authorization to Pilots.  som The NMCC learned
"<t> ) Juvenal wrote his satire on Rome in the early years of the second century, during the reign of the Emperor Trajan.</t> [EOS]",Juvenal wrote during the reign of the Emperor Trajan.,Jena wrote a satire on Rome during the reign of Trajan.  mis
"<t> Together, I think we can make a contribution to that upgrading of the lounge which will be very meaningful for the students.</t> [EOS]",We can make contributions together to help with the upgrades the lounge needs.,"I think we can make a contribution to the lounge.  som: ""It"
"<t> All that day, we didn't get up (off the floor).</t> [EOS]",We did not get up off the floor.,We didn't get up all day.  somwhere else in the world?
<t> The Vice President authorized fighter aircraft to engage the inbound plane.</t> [EOS],Fighter aircraft were authorized to engage the plane.,The Vice President authorized fighter aircraft to engage the inbound plane.  somnol
"<t> Finally, the central role played by retailers in development and operation of the channel points to the fact that any measure'whether taken by the government, through voluntary compliance programs or via collective bargaining'must include their participation and support.</t> [EOS]",Retailers have a big role to play in the developing the channel.,Retailers play a central role in the development of channels.  miscellaneous
"<t> When all the individual pieces of the garment have been modified and entered into the computer system, the final garment pattern is ready to be cut and sewn into a sample garment.</t> [EOS]",The final pattern would be ready to become a sample after the individual parts of the garment have been fixed and uploaded onto the computer system.,The final garment pattern is ready to be cut and sewn into a sample. 
"<t> So, it's like she, uh, and the education wasn't the same back in those days.</t> [EOS]",The education was not the same as back in those days.,"The education was different in those days.  I: ""She, uh..."
