premise,hypo,generated_hypo
We all realize how the availability or lack of comfortable seating and conference space made it possible for us to socialize or to get help in a course giving us difficulty. [EOS],Having comfortable seating and conference space made it easier to socialize or get help with a difficult course.,We all know how the availability or lack of comfortable seating and conference space made it possible
None is the combined Old English ne `not' + on `one. [EOS],None is compounded by two Old English words,None of the Old English is combined. I'm not sure if it's
"In some developing countries, workers are brought to the factories, which are generally located at the outer reaches of the local industrial infrastructure. [EOS]","In some countries, employees are shuttled to the production plants which are usually located far from the local industrial base.",The factories are located at the outer reaches of local industrial infrastructure.  and in
"Some, like French, Spanish, Italian, and Portuguese, had more in common with one another than they did with, say, German, English, Swedish, Danish, and Dutch, which, in turn, bore only a remote resemblance to Russian and Polish, on the one hand, and the two extant varieties of, say, Gaelic, on the other. [EOS]","Romance languages bear similarities to one another, but they differ from English and German.",Some of the countries had more in common with one another than others. I
Met my first girlfriend that way. [EOS],I had a girlfriend.,I met my first girlfriend that way. angle? I was introduced to her
"Southern manufacturers had already adopted steam engines for textile production, along with newer and more productive technology. [EOS]",Southern manufacturers had adopted steam engines for textile production and newer more productive technology.,Southern manufacturers used steam engines for textile production.  and newer technology were already in
I feel like it's that way everywhere. [EOS],"It's the same way, everywhere.",I feel like it's that way everywhere.  and I'm not sure why
"Well, thank you for being part of this study [EOS]",We are really glad you decided to join the study.,I appreciate being a part of this study.  and thanks! Thank you for
"The soldier in charge would command, after each firing, that the rank on the scaffold step down and be replaced by the rank that had just reloaded, thus alternating ranks and sustaining the rifle fire. [EOS]",The commanding soldier demanded after each firing that the rank be reloaded. ,The soldier in charge would command that the rank on scaffold step down and be replaced
"Um, is the United States your, uh, birth country? [EOS]",Were you born in America?,"Is the United States your birth country? . I'm curious about that,"
He also showed me the newspaper clipping. [EOS],He showed the newspaper to me,He showed me the newspaper clipping. I was shown a clip of it as
