"<t> In the course of a long night, two Black Hawk helicopters were shot down, 73 Americans were wounded, 18 were killed, and the world's television screens showed images of an American corpse dragged through the streets by exultant Somalis.</t> [EOS]","The incident that saw 73 wounded and 18 killed, played out on TV and brought the war into American homes.",The world's television screens showed images of an American corpse dragged through the streets by ex
<t> Short leaves of 6 weeks or less (the norm in the United States) were linked to maternal anxiety and depression and negative interactions with babies.</t> [EOS],A few weeks away from the child had negative effects on babies.,Maternal anxiety and depression were linked to short leaves.  the simplest of
"<t> The screener should have resolved what set off the alarm; and in the case of both Moqed and Hazmi, it was clear that he did not.</t> [EOS]",The screener did not resolve what set off the alarm.,The screener should have resolved the alarm.  (a) and
"<t>  Look, the sun is sleepy, going to bed,  said 2 1/2-year-old David while watching the sun disappear below the horizon at the end of a day at the beach.</t> [EOS]",A young boy watched the sun go down and said the sun was sleepy.,David was watching the sun go down.  ( z6am) )
<t> I liked that part.</t> [EOS],That part brought me a great deal of enjoyment. ,"I liked that part.  the following: ""That's a good thing"
"<t> We really do appreciate your efforts, whatever amount you can contribute.</t> [EOS]","Even if you can only give us a little, we are still grateful. ","We appreciate your efforts.  the following: prep-in part, regardless"
"<t> Yet once their children are beyond their grasp, they are hardly o the hook!</t> [EOS]","When their children are far way from their clutches, they are not even o the hook.","Once their children are beyond grasp, they're not out of the woods. "
<t> But it was a bunch of wild and crazy stories.</t> [EOS],The stories were wild and crazy. ,"It was a bunch of crazy stories.  the following: ""But it"
"<t> Hmm, well , I had some teachers that were really, um, influential about what I read and their love for literature.</t> [EOS]",I went to school and was interested in literature. ,I had teachers that were very influential on what I read.  the following
"<t> After our caseworkers meet with these families and their children they often find they lack even the basic necessities such as cooking utensils, beds, cleaning supplies, etc.</t> [EOS]","These families we see often go without food to eat, beds to sleep in, or a rag to wash themselves with. ",Our caseworkers meet with these families and their children.  (a
<t> (I have often wondered why the publishers did not have the nerve to call themselves  F**k and Wagnalls. </t> [EOS],I wondered why the publishers didn't call themselves Fuck and Wagnalls.,I have often wondered why the publishers did not call themselves F**k and Wagn
<t> What did you choose?</t> [EOS],Which one did you pick?,"What did you choose?  the following: ""what do we have?"""
<t> Men of your caliber are hard to find.</t> [EOS],There are few men of your caliber.,"Men of your caliber are hard to find.  the following: ""It"
"<t> We use terms like Neanderthal Man, Peking Man , etc., without believing for a moment that there were no Neanderthal or Peking women (leaving aside Peking Toms).</t> [EOS]",We use terms like Neanderthal Man without believing for a moment that there were no Neanderthal women.,We use terms like Neanderthal Man without thinking that there were no Peking women.
"<t> It was passed from here through the [operations] center at the White House, from the [shelter].</t> [EOS]",It was passed from the shelter to the operations center.,It was passed from the shelter to a center at White House.  (
<t> Yet the train trip across the country she will take at age 3 1/2 and her first day of kindergarten at age 5 may still be memorable when she is 80.</t> [EOS],She may remember her first day at kindergarten when she turns 80.,She will take a train trip across the country at age 3.  (
"<t> But via a network that allows contractors access, manufacturers' headquarters can make sure that the information available is the most recent and complete.</t> [EOS]",Being able to access the manufacturer's network would ensure that contractors would have the updated information every time.,Manufacturers' headquarters can make sure the information available is complete.  (
"<t> In practice, however, retail inventory management is fraught with challenges, such as long and uncertain order-fulfillment lead times, and errors in product identification and record keeping.</t> [EOS]","By and by, be that as it may, retail stock administration is full of difficulties, for example, long and indeterminate request satisfaction lead times, and blunders in item ID and record keeping.","Retail inventory management is fraught with challenges.  the simplest of terms,"
<t> Monsters have had starring roles in SF from its early years.</t> [EOS],"Since the beginning, monsters have been front and center in SF.",Monsters have been in SF since the beginning.  (a certain way
"<t> Many of the thirsty crowd were veterans, as were many of the bartenders.</t> [EOS]",There was a large proportion of veterans in the thirsty crowd.,"The bartenders were veterans.  the following: ""Many of those in"
