,task,verb,premise,hypothesis,label
1131,that,suspect,"Whether his successors in this role succeed or not, I suspect that Yates will one day be better remembered for another  the U.S.",Yates will one day be better.,1
1132,that,reveal,"In Germany, the weekly magazine Der Spiegel revealed that unpublished films of Adolf Hitler have surfaced in the United States.",Unpublished films of adolf hitler have surfaced in the united states.,0
1133,that,assume,It is assumed that the ozone will continue to deplete.,The ozone will continue to deplete.,1
1134,that,worry,I am worried that I should have gotten chocolate ice cream instead of vanilla.,I should have gotten chocolate ice cream instead of vanilla.,1
1135,that,observe,"Hargarten observed that the impediments to publishing seem to be lessening, and that the work of Cherpitel and others is vital.",The impediments to publishing seem to be lessening.,0
1136,that,mean,Improper payments mean that agencies are spending more than necessary.,Agencies are spending more than necessary.,1
1137,that,imply,The statement implied that screening should be evaluated as a part of an intervention.,Screening should be evaluated as a part of an intervention.,1
1138,that,confirm,"With a smug smile, Natalia confirmed that she was already taking care of the issue.",She was already taking care of the issue.,0
1139,that,hope,Time 's superior package emphasizes U.S. hopes that Iraq's military will strike first.,Iraq's military will strike first.,1
1140,that,admit,Cassidy seemingly admits that he holds bias against mainstream economists.,He holds bias against mainstream economists.,0
1141,that,notice,Ca'daan noticed that Jon's shaved head had grown as tan as the rest of his body.,Jon's shaved head had grown as tan as the rest of his body.,0
1142,that,claim,A piece claims that corporate America now supports napping.,Corporate america now supports napping.,1
1143,that,insist,We insist that you give us paper money donations rather than small change.,You give us paper money donations rather than small change.,1
1144,that,recognize,"LSC further recognizes that its decisions have the potential to directly affect state funding, resource allocation, and other considerations.","Its decisions have the potential to directly affect state funding, resource allocation, and other considerations.",0
1145,that,assert,He asserted that papers on methodology or more complex areas need to be included in other appropriate journals.,Papers on methodology or more complex areas need to be included in other appropriate journals.,1
1146,that,feel,I feel that his role in Watergate has always been accurately displayed. ,His role in watergate has always been accurately displayed.,1
1147,that,expect,It was expected that the housewife club thing turned out to be a reactionary bastion.,The housewife club thing turned out to be a reactionary bastion.,1
1148,that,conclude,The Commission concludes that the statutory language is ambiguous on this point.,The statutory language is ambiguous on this point.,1
1149,that,decide,It was decided that the intent of severability was quite clear.,The intent of severability was quite clear.,1
1150,that,estimate,SSA estimates that reduced program outlays resulting from the rule will be $4.,Reduced program outlays resulting from the rule will be $ 4.,1
1151,that,saw,Jon saw that everything was the same with Adrin.,Everything was the same with adrin.,1
1152,that,determine,The agencies determined that more environmental safety regulations were needed.,More environmental safety regulations were needed.,0
1153,that,recognize,The Commission recognizes that representation of agricultural workers was a central element in the legislative crafting of the H-2A program.,Representation of agricultural workers was a central element in the legislative crafting of the h-2a program.,0
1154,that,ensure,By forming the trade partnership we ensured that most of the Italian routes would be profitable.,Most of the italian routes would be profitable.,0
1155,that,concern,Some economists and analysts are concerned that individual households are living beyond their means and some may have been counting on continued high gains on their assets to finance future consumption.,Individual households are living beyond their means.,1
1156,that,saw,He checked his watch and saw that it was broken. ,It was broken.,1
1157,that,agree,Bork agreed that Hanson should get his reward. ,Hanson should get his reward.,1
1158,that,feel,The Pentagon feels that it needs more sophisticated weapon systems.,It needs more sophisticated weapon systems.,1
1159,that,predict,"The same allergists who were wrong about El Nino, are predicting that El Nieo will be troublesome. ",El nieo will be troublesome.,1
1160,that,imply,"Conversely, Leger was also implying that human beings are composed of moving parts.",Human beings are composed of moving parts.,1
1161,that,confirm,Research has confirmed that four subterranean rivers do feed into the river here.,Four subterranean rivers do feed into the river here.,0
1162,that,hope,The council hopes that GPRA's operations will be kept secret from the leaders.,Gpra's operations will be kept secret from the leaders.,1
1163,that,admit,But they admit that at least some consumers are being misled by the logo.,At least some consumers are being misled by the logo.,0
1164,that,notice,I noticed that Monsieur Lawrence could have gone to the poison cupboard.,Monsieur lawrence could have gone to the poison cupboard.,0
1165,that,prove,The factual record proves that this approach is quite reasonable.,This approach is quite reasonable.,1
1166,that,reveal,"The tabloid interviews 81-year-old actor Kirk Douglas, who reveals that his English teacher seduced him when he was 14.",His english teacher seduced him when he was 14.,0
1167,that,insist,Anti-tobacconists insist that nicotine's addictive powers explain it all.,Nicotine's addictive powers explain it all.,1
1168,that,assert,The Washington Post asserts that the attorney general should have no say on when to seek independent counsel.,The attorney general should have no say on when to seek independent counsel.,1
1169,that,expect,It is expected that other organizations will follow suit in using these tools.,Other organizations will follow suit in using these tools.,1
1170,that,worry,"Bennett was fretting five years ago, worried that there were too few. ",There were too few.,1
