,task,verb,premise,hypothesis,label
1149,that,decide,It was not decided that the intent of severability was quite clear.,The intent of severability was quite clear.,1
1150,that,estimate,SSA does not estimate that reduced program outlays resulting from the rule will be $4.,Reduced program outlays resulting from the rule will be $ 4.,1
1151,that,saw,Jon did not see that everything was the same with Adrin.,Everything was the same with adrin.,1
1152,that,determine,The agencies did not determine that more environmental safety regulations were needed.,More environmental safety regulations were needed.,1
1153,that,recognize,The Commission does not recognize that representation of agricultural workers was a central element in the legislative crafting of the H-2A program.,Representation of agricultural workers was a central element in the legislative crafting of the h-2a program.,0
1154,that,ensure,By forming the trade partnership we did not ensure that most of the Italian routes would be profitable.,Most of the italian routes would be profitable.,1
1155,that,concern,Some economists and analysts are not concerned that individual households are living beyond their means and some may have been counting on continued high gains on their assets to finance future consumption.,Individual households are living beyond their means.,1
1156,that,saw,He checked his watch and did not see that it was broken. ,It was broken.,1
1157,that,agree,Bork did not agree that Hanson should get his reward. ,Hanson should get his reward.,1
1158,that,feel,The Pentagon does not feel that it needs more sophisticated weapon systems.,It needs more sophisticated weapon systems.,1
1159,that,predict,"The same allergists who were wrong about El Nino, are not predicting that El Nieo will be troublesome. ",El nieo will be troublesome.,0
1160,that,imply,"Conversely, Leger was also not implying that human beings are composed of moving parts.",Human beings are composed of moving parts.,1
1161,that,confirm,Research has not confirmed that four subterranean rivers do feed into the river here.,Four subterranean rivers do feed into the river here.,1
1162,that,hope,The council does not hope that GPRA's operations will be kept secret from the leaders.,Gpra's operations will be kept secret from the leaders.,1
1163,that,admit,But they do not admit that at least some consumers are being misled by the logo.,At least some consumers are being misled by the logo.,0
1164,that,notice,I did not notice that Monsieur Lawrence could have gone to the poison cupboard.,Monsieur lawrence could have gone to the poison cupboard.,0
1165,that,prove,The factual record does not prove that this approach is quite reasonable.,This approach is quite reasonable.,1
1166,that,reveal,"The tabloid interviews 81-year-old actor Kirk Douglas, who does not reveal that his English teacher seduced him when he was 14.",His english teacher seduced him when he was 14.,0
1167,that,insist,Anti-tobacconists do not insist that nicotine's addictive powers explain it all.,Nicotine's addictive powers explain it all.,1
1168,that,assert,The Washington Post does not assert that the attorney general should have no say on when to seek independent counsel.,The attorney general should have no say on when to seek independent counsel.,1
1169,that,expect,It is not expected that other organizations will follow suit in using these tools.,Other organizations will follow suit in using these tools.,1
1170,that,worry,"Bennett was fretting five years ago, not worried that there were too few. ",There were too few.,1
1171,that,decide,It was not decided that the odds of that happening were really low.,The odds of that happening were really low.,1
1172,that,saw,People did not see that I was trying to escape.,I was trying to escape.,1
1173,that,determine,The participants have not determined that there are no obstacles for innovation.,There are no obstacles for innovation.,1
1174,that,felt,He now did not feel that Tuppence was all that was noble and disinterested.,Tuppence was all that was noble and disinterested.,1
1175,that,recognize,These organizations do not recognize that stakeholders will have a lot to say in determining whether their programs succeed or fail.,Stakeholders will have a lot to say in determining whether their programs succeed or fail.,0
1176,that,convince,I am not convinced that GAO is now entering another significant era that will take its place on the timeline of the agency's historic key events.,Gao is now entering another significant era that will take its place on the timeline of the agency's historic key events.,1
1177,that,estimate,The FCC does not estimate that 300 respondents will show at a cost of $100 each.,300 respondents will show at a cost of $ 100 each.,1
1178,that,conclude,The evaluators did not conclude that Brazil is ripe for various exports. ,Brazil is ripe for various exports.,1
1179,that,claim,The report does not claim that the overestimation is spot on.,The overestimation is spot on.,1
1180,that,mean,It also did not mean that future buyouts would be less heavily leveraged.,Future buyouts would be less heavily leveraged.,1
1181,that,observe,Participants did not observe that a dominant board member could essentially be in charge of the board's agenda.,A dominant board member could essentially be in charge of the board's agenda.,0
1182,that,seem,It did not seem that Labour Day was just like any other ordinary day. ,Labour day was just like any other ordinary day.,1
1183,that,acknowledge,Zelon does not acknowledge that she makes an effort to ensure that jurors leave her courtroom with a sense of confidence in the organization of courtroom proceedings and the effectiveness of the trial-by-jury system.,She makes an effort to ensure that jurors leave her courtroom with a sense of confidence in the organization of courtroom proceedings and the effectiveness of the trial-by-jury system.,0
