Unnamed: 0,complete_signature,premise,hypothesis,label,signature
15916,Contradiction.Entailment.Contradiction,<t> A dog forgets to run on the sea shore,A dog is running on the beach </t>,2,Minus/Plus
15917,Contradiction.Entailment.Contradiction,<t> A dog fails to run on the sea shore,A dog is running on the beach </t>,2,Minus/Plus
15925,Contradiction.Entailment.Neutral,<t> A dog refuses to run on the sea shore,A dog is running on the beach </t>,1,Minus/Neutral
15926,Contradiction.Entailment.Neutral,<t> A dog declines to run on the sea shore,A dog is running on the beach </t>,1,Minus/Neutral
15928,Entailment.Entailment.Entailment,<t> A dog shows that it is running on the sea shore,A dog is running on the beach </t>,0,Plus/Neutral
15929,Entailment.Entailment.Entailment,<t> A dog determines that it is running on the sea shore,A dog is running on the beach </t>,0,Plus/Neutral
15930,Entailment.Entailment.Entailment,<t> A dog confirms that it is running on the sea shore,A dog is running on the beach </t>,0,Plus/Neutral
15931,Entailment.Entailment.Entailment,<t> A dog demonstrates that it is running on the sea shore,A dog is running on the beach </t>,0,Plus/Neutral
15932,Entailment.Entailment.Entailment,<t> A dog helps to run on the sea shore,A dog is running on the beach </t>,0,Plus/Neutral
15933,Entailment.Entailment.Entailment,<t> A dog haves to run on the sea shore,A dog is running on the beach </t>,0,Plus/Neutral
15934,Entailment.Entailment.Entailment,<t> A dog ensures that it is running on the sea shore,A dog is running on the beach </t>,0,Plus/Neutral
15935,Entailment.Entailment.Entailment,<t> A dog tends to run on the sea shore,A dog is running on the beach </t>,0,Plus/Neutral
16029,Entailment.Entailment.Entailment,<t> A woman realizes that she is cutting onions,A woman is chopping onions </t>,0,Plus/Plus
16030,Entailment.Entailment.Entailment,<t> A woman knows that she is cutting onions,A woman is chopping onions </t>,0,Plus/Plus
16031,Entailment.Entailment.Entailment,<t> A woman remembers that she is cutting onions,A woman is chopping onions </t>,0,Plus/Plus
16032,Entailment.Entailment.Entailment,<t> A woman notices that she is cutting onions,A woman is chopping onions </t>,0,Plus/Plus
16033,Entailment.Entailment.Entailment,<t> A woman reveals that she is cutting onions,A woman is chopping onions </t>,0,Plus/Plus
16034,Entailment.Entailment.Entailment,<t> A woman finds that she is cutting onions,A woman is chopping onions </t>,0,Plus/Plus
16035,Entailment.Entailment.Entailment,<t> A woman admits that she is cutting onions,A woman is chopping onions </t>,0,Plus/Plus
16036,Entailment.Entailment.Entailment,<t> A woman observes that she is cutting onions,A woman is chopping onions </t>,0,Plus/Plus
16037,Entailment.Entailment.Entailment,<t> A woman sees that she is cutting onions,A woman is chopping onions </t>,0,Plus/Plus
16038,Entailment.Entailment.Entailment,<t> A woman learns that she is cutting onions,A woman is chopping onions </t>,0,Plus/Plus
16039,Entailment.Entailment.Entailment,<t> A woman acknowledges that she is cutting onions,A woman is chopping onions </t>,0,Plus/Plus
16040,Entailment.Entailment.Entailment,<t> A woman understands that she is cutting onions,A woman is chopping onions </t>,0,Plus/Plus
16041,Entailment.Entailment.Entailment,<t> A woman notes that she is cutting onions,A woman is chopping onions </t>,0,Plus/Plus
16042,Entailment.Entailment.Entailment,<t> A woman recognizes that she is cutting onions,A woman is chopping onions </t>,0,Plus/Plus
16043,Entailment.Entailment.Entailment,<t> A woman discovers that she is cutting onions,A woman is chopping onions </t>,0,Plus/Plus
16044,Entailment.Entailment.Entailment,<t> A woman manages to cut onions,A woman is chopping onions </t>,0,Plus/Minus
16045,Entailment.Entailment.Entailment,<t> A woman begins to cut onions,A woman is chopping onions </t>,0,Plus/Minus
16046,Entailment.Entailment.Entailment,<t> A woman starts to cut onions,A woman is chopping onions </t>,0,Plus/Minus
16047,Entailment.Entailment.Entailment,<t> A woman serves to cut onions,A woman is chopping onions </t>,0,Plus/Minus
16048,Entailment.Entailment.Entailment,<t> A woman learns to cut onions,A woman is chopping onions </t>,0,Plus/Minus
16049,Entailment.Entailment.Entailment,<t> A woman dares to cut onions,A woman is chopping onions </t>,0,Plus/Minus
16050,Entailment.Entailment.Entailment,<t> A woman uses to cut onions,A woman is chopping onions </t>,0,Plus/Minus
16051,Entailment.Entailment.Entailment,<t> A woman gets to cut onions,A woman is chopping onions </t>,0,Plus/Minus
16052,Entailment.Entailment.Entailment,<t> A woman comes to cut onions,A woman is chopping onions </t>,0,Plus/Minus
16053,Contradiction.Entailment.Contradiction,<t> A woman forgets to cut onions,A woman is chopping onions </t>,2,Minus/Plus
16054,Contradiction.Entailment.Contradiction,<t> A woman fails to cut onions,A woman is chopping onions </t>,2,Minus/Plus
16062,Contradiction.Entailment.Neutral,<t> A woman refuses to cut onions,A woman is chopping onions </t>,1,Minus/Neutral
16063,Contradiction.Entailment.Neutral,<t> A woman declines to cut onions,A woman is chopping onions </t>,1,Minus/Neutral
16065,Entailment.Entailment.Entailment,<t> A woman shows that she is cutting onions,A woman is chopping onions </t>,0,Plus/Neutral
16066,Entailment.Entailment.Entailment,<t> A woman determines that she is cutting onions,A woman is chopping onions </t>,0,Plus/Neutral
16067,Entailment.Entailment.Entailment,<t> A woman confirms that she is cutting onions,A woman is chopping onions </t>,0,Plus/Neutral
16068,Entailment.Entailment.Entailment,<t> A woman demonstrates that she is cutting onions,A woman is chopping onions </t>,0,Plus/Neutral
16069,Entailment.Entailment.Entailment,<t> A woman helps to cut onions,A woman is chopping onions </t>,0,Plus/Neutral
16070,Entailment.Entailment.Entailment,<t> A woman haves to cut onions,A woman is chopping onions </t>,0,Plus/Neutral
16071,Entailment.Entailment.Entailment,<t> A woman ensures that she is cutting onions,A woman is chopping onions </t>,0,Plus/Neutral
16072,Entailment.Entailment.Entailment,<t> A woman tends to cut onions,A woman is chopping onions </t>,0,Plus/Neutral
16166,Entailment.Entailment.Entailment,<t> A man realizes that he is playing the guitar,One man is playing the guitar </t>,0,Plus/Plus
16167,Entailment.Entailment.Entailment,<t> A man knows that he is playing the guitar,One man is playing the guitar </t>,0,Plus/Plus
16168,Entailment.Entailment.Entailment,<t> A man remembers that he is playing the guitar,One man is playing the guitar </t>,0,Plus/Plus
16169,Entailment.Entailment.Entailment,<t> A man notices that he is playing the guitar,One man is playing the guitar </t>,0,Plus/Plus
16170,Entailment.Entailment.Entailment,<t> A man reveals that he is playing the guitar,One man is playing the guitar </t>,0,Plus/Plus
16171,Entailment.Entailment.Entailment,<t> A man finds that he is playing the guitar,One man is playing the guitar </t>,0,Plus/Plus
16172,Entailment.Entailment.Entailment,<t> A man admits that he is playing the guitar,One man is playing the guitar </t>,0,Plus/Plus
16173,Entailment.Entailment.Entailment,<t> A man observes that he is playing the guitar,One man is playing the guitar </t>,0,Plus/Plus
16174,Entailment.Entailment.Entailment,<t> A man sees that he is playing the guitar,One man is playing the guitar </t>,0,Plus/Plus
16175,Entailment.Entailment.Entailment,<t> A man learns that he is playing the guitar,One man is playing the guitar </t>,0,Plus/Plus
16176,Entailment.Entailment.Entailment,<t> A man acknowledges that he is playing the guitar,One man is playing the guitar </t>,0,Plus/Plus
16177,Entailment.Entailment.Entailment,<t> A man understands that he is playing the guitar,One man is playing the guitar </t>,0,Plus/Plus
16178,Entailment.Entailment.Entailment,<t> A man notes that he is playing the guitar,One man is playing the guitar </t>,0,Plus/Plus
16179,Entailment.Entailment.Entailment,<t> A man recognizes that he is playing the guitar,One man is playing the guitar </t>,0,Plus/Plus
16180,Entailment.Entailment.Entailment,<t> A man discovers that he is playing the guitar,One man is playing the guitar </t>,0,Plus/Plus
16181,Entailment.Entailment.Entailment,<t> A man manages to play the guitar,One man is playing the guitar </t>,0,Plus/Minus
16182,Entailment.Entailment.Entailment,<t> A man begins to play the guitar,One man is playing the guitar </t>,0,Plus/Minus
16183,Entailment.Entailment.Entailment,<t> A man starts to play the guitar,One man is playing the guitar </t>,0,Plus/Minus
16184,Entailment.Entailment.Entailment,<t> A man serves to play the guitar,One man is playing the guitar </t>,0,Plus/Minus
16185,Entailment.Entailment.Entailment,<t> A man learns to play the guitar,One man is playing the guitar </t>,0,Plus/Minus
16187,Entailment.Entailment.Entailment,<t> A man uses to play the guitar,One man is playing the guitar </t>,0,Plus/Minus
16188,Entailment.Entailment.Entailment,<t> A man gets to play the guitar,One man is playing the guitar </t>,0,Plus/Minus
16189,Entailment.Entailment.Entailment,<t> A man comes to play the guitar,One man is playing the guitar </t>,0,Plus/Minus
16190,Contradiction.Entailment.Contradiction,<t> A man forgets to play the guitar,One man is playing the guitar </t>,2,Minus/Plus
16191,Contradiction.Entailment.Contradiction,<t> A man fails to play the guitar,One man is playing the guitar </t>,2,Minus/Plus
16199,Contradiction.Entailment.Neutral,<t> A man refuses to play the guitar,One man is playing the guitar </t>,1,Minus/Neutral
16200,Contradiction.Entailment.Neutral,<t> A man declines to play the guitar,One man is playing the guitar </t>,1,Minus/Neutral
16202,Entailment.Entailment.Entailment,<t> A man shows that he is playing the guitar,One man is playing the guitar </t>,0,Plus/Neutral
16203,Entailment.Entailment.Entailment,<t> A man determines that he is playing the guitar,One man is playing the guitar </t>,0,Plus/Neutral
16204,Entailment.Entailment.Entailment,<t> A man confirms that he is playing the guitar,One man is playing the guitar </t>,0,Plus/Neutral
16205,Entailment.Entailment.Entailment,<t> A man demonstrates that he is playing the guitar,One man is playing the guitar </t>,0,Plus/Neutral
16206,Entailment.Entailment.Entailment,<t> A man helps to play the guitar,One man is playing the guitar </t>,0,Plus/Neutral
16207,Entailment.Entailment.Entailment,<t> A man haves to play the guitar,One man is playing the guitar </t>,0,Plus/Neutral
16208,Entailment.Entailment.Entailment,<t> A man ensures that he is playing the guitar,One man is playing the guitar </t>,0,Plus/Neutral
16209,Entailment.Entailment.Entailment,<t> A man tends to play the guitar,One man is playing the guitar </t>,0,Plus/Neutral
16303,Entailment.Entailment.Entailment,<t> A man realizes that he is doing a skateboard trick on an outdoor park porch,A person is doing a trick on a skateboard </t>,0,Plus/Plus
16304,Entailment.Entailment.Entailment,<t> A man knows that he is doing a skateboard trick on an outdoor park porch,A person is doing a trick on a skateboard </t>,0,Plus/Plus
16305,Entailment.Entailment.Entailment,<t> A man remembers that he is doing a skateboard trick on an outdoor park porch,A person is doing a trick on a skateboard </t>,0,Plus/Plus
16306,Entailment.Entailment.Entailment,<t> A man notices that he is doing a skateboard trick on an outdoor park porch,A person is doing a trick on a skateboard </t>,0,Plus/Plus
16307,Entailment.Entailment.Entailment,<t> A man reveals that he is doing a skateboard trick on an outdoor park porch,A person is doing a trick on a skateboard </t>,0,Plus/Plus
16308,Entailment.Entailment.Entailment,<t> A man finds that he is doing a skateboard trick on an outdoor park porch,A person is doing a trick on a skateboard </t>,0,Plus/Plus
16309,Entailment.Entailment.Entailment,<t> A man admits that he is doing a skateboard trick on an outdoor park porch,A person is doing a trick on a skateboard </t>,0,Plus/Plus
16310,Entailment.Entailment.Entailment,<t> A man observes that he is doing a skateboard trick on an outdoor park porch,A person is doing a trick on a skateboard </t>,0,Plus/Plus
16311,Entailment.Entailment.Entailment,<t> A man sees that he is doing a skateboard trick on an outdoor park porch,A person is doing a trick on a skateboard </t>,0,Plus/Plus
16312,Entailment.Entailment.Entailment,<t> A man learns that he is doing a skateboard trick on an outdoor park porch,A person is doing a trick on a skateboard </t>,0,Plus/Plus
16313,Entailment.Entailment.Entailment,<t> A man acknowledges that he is doing a skateboard trick on an outdoor park porch,A person is doing a trick on a skateboard </t>,0,Plus/Plus
16314,Entailment.Entailment.Entailment,<t> A man understands that he is doing a skateboard trick on an outdoor park porch,A person is doing a trick on a skateboard </t>,0,Plus/Plus
16315,Entailment.Entailment.Entailment,<t> A man notes that he is doing a skateboard trick on an outdoor park porch,A person is doing a trick on a skateboard </t>,0,Plus/Plus
16316,Entailment.Entailment.Entailment,<t> A man recognizes that he is doing a skateboard trick on an outdoor park porch,A person is doing a trick on a skateboard </t>,0,Plus/Plus
16317,Entailment.Entailment.Entailment,<t> A man discovers that he is doing a skateboard trick on an outdoor park porch,A person is doing a trick on a skateboard </t>,0,Plus/Plus
16318,Entailment.Entailment.Entailment,<t> A man manages to do a skateboard trick on an outdoor park porch,A person is doing a trick on a skateboard </t>,0,Plus/Minus
